,Prolongation,Block,Interjection,FileName,NoStutter,Repetition,KFold1,KFold2,KFold3,KFold4,KFold5
804,0.0,0.0,0.0,FluencyBank_096_11.wav,0.0,0.0,1,1,0,1,1
805,1.0,0.0,0.0,FluencyBank_193_29.wav,0.0,0.0,1,1,1,0,1
806,0.0,1.0,0.0,StutteringIsCool_74_15.wav,0.0,0.0,1,1,1,0,1
807,0.0,0.0,0.0,FluencyBank_099_31.wav,1.0,0.0,1,1,1,1,0
808,0.0,1.0,0.0,FluencyBank_985_88.wav,0.0,0.0,1,1,0,1,1
809,0.0,0.0,0.0,FluencyBank_219_68.wav,1.0,0.0,1,1,1,0,1
810,0.0,0.0,0.0,FluencyBank_097_42.wav,0.0,0.0,0,1,1,1,1
811,0.0,0.0,1.0,FluencyBank_147_48.wav,0.0,1.0,1,1,1,1,0
812,0.0,0.0,1.0,FluencyBank_099_168.wav,1.0,0.0,0,1,1,1,1
813,0.0,0.0,0.0,FluencyBank_010_2.wav,1.0,0.0,1,1,0,1,1
814,0.0,1.0,1.0,StutterTalk_47_4.wav,0.0,0.0,1,0,1,1,1
815,0.0,0.0,0.0,FluencyBank_063_50.wav,1.0,0.0,1,1,1,1,0
816,0.0,0.0,0.0,FluencyBank_031_79.wav,1.0,0.0,0,1,1,1,1
817,0.0,0.0,0.0,FluencyBank_016_14.wav,1.0,0.0,0,1,1,1,1
818,0.0,0.0,0.0,FluencyBank_193_10.wav,1.0,0.0,1,1,1,0,1
819,0.0,1.0,1.0,WomenWhoStutter_18_25.wav,0.0,0.0,1,1,1,0,1
820,1.0,0.0,0.0,FluencyBank_016_22.wav,0.0,0.0,1,1,1,0,1
821,0.0,0.0,0.0,FluencyBank_985_14.wav,1.0,0.0,0,1,1,1,1
822,1.0,0.0,0.0,FluencyBank_031_21.wav,0.0,0.0,1,1,1,0,1
823,0.0,0.0,0.0,FluencyBank_219_15.wav,1.0,0.0,1,0,1,1,1
824,0.0,0.0,1.0,FluencyBank_017_51.wav,1.0,0.0,1,1,1,1,0
825,0.0,0.0,1.0,FluencyBank_132_36.wav,1.0,0.0,1,1,1,0,1
826,0.0,0.0,0.0,FluencyBank_076_73.wav,0.0,1.0,1,1,1,0,1
827,0.0,1.0,0.0,FluencyBank_193_113.wav,0.0,1.0,1,1,0,1,1
828,0.0,0.0,0.0,FluencyBank_093_19.wav,1.0,0.0,1,0,1,1,1
829,0.0,0.0,0.0,FluencyBank_071_0.wav,1.0,0.0,1,1,0,1,1
830,0.0,0.0,0.0,FluencyBank_219_121.wav,0.0,0.0,0,1,1,1,1
831,0.0,0.0,1.0,FluencyBank_089_18.wav,1.0,0.0,1,0,1,1,1
832,0.0,0.0,0.0,FluencyBank_118_0.wav,1.0,0.0,1,1,0,1,1
833,0.0,1.0,0.0,MyStutteringLife_27_32.wav,0.0,0.0,1,0,1,1,1
834,0.0,0.0,0.0,FluencyBank_097_70.wav,0.0,0.0,0,1,1,1,1
835,0.0,0.0,1.0,FluencyBank_071_30.wav,0.0,1.0,1,1,1,0,1
836,0.0,0.0,0.0,FluencyBank_099_101.wav,1.0,0.0,1,1,1,1,0
837,1.0,0.0,0.0,FluencyBank_097_29.wav,0.0,0.0,1,1,0,1,1
838,0.0,0.0,1.0,FluencyBank_179_83.wav,0.0,1.0,1,1,1,0,1
839,0.0,0.0,0.0,FluencyBank_097_102.wav,1.0,0.0,1,1,0,1,1
840,0.0,0.0,0.0,FluencyBank_121_117.wav,1.0,0.0,1,1,0,1,1
841,0.0,0.0,0.0,FluencyBank_024_8.wav,1.0,0.0,1,0,1,1,1
842,0.0,0.0,0.0,FluencyBank_089_57.wav,0.0,1.0,1,1,1,1,0
843,0.0,0.0,0.0,FluencyBank_010_28.wav,0.0,0.0,1,1,1,0,1
844,0.0,1.0,0.0,FluencyBank_132_24.wav,0.0,0.0,1,0,1,1,1
845,0.0,0.0,0.0,FluencyBank_230_3.wav,0.0,1.0,0,1,1,1,1
846,0.0,0.0,0.0,FluencyBank_024_64.wav,1.0,0.0,1,1,1,1,0
847,0.0,0.0,1.0,FluencyBank_099_104.wav,1.0,0.0,1,1,0,1,1
848,0.0,1.0,0.0,WomenWhoStutter_79_30.wav,0.0,1.0,1,1,1,1,0
849,0.0,0.0,1.0,FluencyBank_147_75.wav,0.0,1.0,1,0,1,1,1
850,0.0,0.0,0.0,FluencyBank_016_16.wav,1.0,0.0,1,1,1,0,1
851,0.0,1.0,0.0,FluencyBank_179_65.wav,0.0,0.0,1,1,1,1,0
852,0.0,1.0,0.0,MyStutteringLife_8_4.wav,0.0,0.0,1,1,1,1,0
853,0.0,0.0,1.0,FluencyBank_219_38.wav,1.0,0.0,1,0,1,1,1
854,0.0,0.0,0.0,FluencyBank_218_33.wav,1.0,0.0,1,1,0,1,1
855,0.0,1.0,0.0,FluencyBank_098_76.wav,0.0,0.0,0,1,1,1,1
856,1.0,0.0,1.0,FluencyBank_081_103.wav,0.0,0.0,1,1,0,1,1
857,0.0,0.0,0.0,FluencyBank_063_43.wav,1.0,0.0,1,1,1,1,0
858,0.0,0.0,0.0,FluencyBank_031_65.wav,1.0,0.0,0,1,1,1,1
859,1.0,0.0,0.0,FluencyBank_111_32.wav,0.0,0.0,0,1,1,1,1
860,0.0,0.0,1.0,FluencyBank_016_113.wav,1.0,0.0,1,1,1,0,1
861,0.0,1.0,0.0,WomenWhoStutter_14_166.wav,0.0,0.0,1,1,1,1,0
862,1.0,0.0,0.0,HeStutters_11_129.wav,0.0,0.0,1,1,1,1,0
863,0.0,0.0,0.0,FluencyBank_985_122.wav,1.0,0.0,0,1,1,1,1
864,0.0,0.0,0.0,FluencyBank_081_88.wav,0.0,1.0,0,1,1,1,1
865,0.0,0.0,0.0,FluencyBank_218_24.wav,1.0,0.0,1,0,1,1,1
866,1.0,0.0,0.0,WomenWhoStutter_34_192.wav,0.0,0.0,1,1,1,1,0
867,0.0,0.0,0.0,FluencyBank_230_128.wav,0.0,1.0,1,1,1,1,0
868,0.0,0.0,0.0,FluencyBank_019_48.wav,1.0,0.0,1,0,1,1,1
869,0.0,0.0,1.0,FluencyBank_985_102.wav,0.0,1.0,0,1,1,1,1
870,1.0,0.0,0.0,HeStutters_15_115.wav,0.0,1.0,1,1,1,0,1
871,0.0,0.0,0.0,FluencyBank_985_57.wav,1.0,0.0,1,1,1,0,1
872,0.0,0.0,1.0,FluencyBank_096_85.wav,1.0,0.0,1,1,1,1,0
873,0.0,0.0,1.0,FluencyBank_024_12.wav,1.0,0.0,1,1,1,1,0
874,0.0,0.0,1.0,FluencyBank_099_91.wav,0.0,0.0,1,1,1,0,1
875,0.0,0.0,0.0,FluencyBank_178_135.wav,0.0,1.0,1,1,1,1,0
876,1.0,0.0,0.0,FluencyBank_178_47.wav,0.0,0.0,1,0,1,1,1
877,0.0,0.0,1.0,FluencyBank_099_12.wav,1.0,0.0,1,1,0,1,1
878,0.0,0.0,0.0,FluencyBank_985_90.wav,1.0,0.0,1,1,1,1,0
879,0.0,0.0,0.0,FluencyBank_178_59.wav,0.0,0.0,1,1,1,1,0
880,0.0,0.0,0.0,FluencyBank_219_99.wav,1.0,0.0,1,1,1,0,1
881,0.0,0.0,0.0,FluencyBank_173_54.wav,1.0,0.0,1,1,1,0,1
882,1.0,0.0,0.0,FluencyBank_097_55.wav,0.0,0.0,1,0,1,1,1
883,0.0,0.0,0.0,FluencyBank_230_54.wav,1.0,0.0,1,1,1,0,1
884,0.0,0.0,0.0,FluencyBank_173_21.wav,0.0,1.0,1,1,1,0,1
885,0.0,0.0,0.0,FluencyBank_089_128.wav,0.0,0.0,0,1,1,1,1
886,0.0,0.0,1.0,FluencyBank_024_156.wav,0.0,1.0,1,1,0,1,1
887,0.0,0.0,0.0,FluencyBank_081_107.wav,0.0,1.0,1,1,1,0,1
888,0.0,0.0,1.0,FluencyBank_121_22.wav,0.0,0.0,1,1,1,1,0
889,0.0,0.0,0.0,FluencyBank_096_39.wav,1.0,0.0,1,0,1,1,1
890,0.0,0.0,0.0,FluencyBank_046_112.wav,1.0,0.0,1,1,1,1,0
891,0.0,0.0,1.0,FluencyBank_173_14.wav,1.0,0.0,1,1,0,1,1
892,0.0,1.0,0.0,WomenWhoStutter_30_45.wav,0.0,1.0,1,0,1,1,1
893,0.0,0.0,1.0,FluencyBank_071_58.wav,0.0,1.0,1,1,1,1,0
894,0.0,0.0,1.0,FluencyBank_099_124.wav,0.0,0.0,0,1,1,1,1
895,0.0,1.0,0.0,HeStutters_18_198.wav,0.0,1.0,1,1,1,0,1
896,0.0,1.0,0.0,FluencyBank_193_30.wav,0.0,1.0,1,1,0,1,1
897,0.0,0.0,0.0,FluencyBank_019_1.wav,0.0,1.0,1,1,0,1,1
898,0.0,1.0,1.0,StutterTalk_27_21.wav,0.0,0.0,1,1,1,0,1
899,0.0,0.0,0.0,FluencyBank_081_161.wav,0.0,0.0,0,1,1,1,1
900,0.0,1.0,0.0,FluencyBank_219_61.wav,0.0,0.0,1,1,0,1,1
901,0.0,1.0,0.0,MyStutteringLife_23_73.wav,0.0,0.0,0,1,1,1,1
902,1.0,1.0,0.0,HeStutters_1_170.wav,0.0,0.0,0,1,1,1,1
903,0.0,0.0,0.0,FluencyBank_087_0.wav,1.0,0.0,1,1,0,1,1
904,0.0,0.0,1.0,FluencyBank_147_0.wav,1.0,0.0,1,1,0,1,1
905,0.0,0.0,0.0,FluencyBank_230_62.wav,0.0,0.0,1,1,1,0,1
906,0.0,0.0,1.0,FluencyBank_081_48.wav,0.0,1.0,1,1,1,1,0
907,0.0,0.0,0.0,FluencyBank_097_45.wav,0.0,0.0,1,1,1,1,0
908,0.0,0.0,1.0,FluencyBank_178_100.wav,1.0,0.0,1,1,1,0,1
909,0.0,1.0,0.0,WomenWhoStutter_22_7.wav,0.0,0.0,1,1,0,1,1
910,0.0,0.0,0.0,FluencyBank_118_25.wav,1.0,0.0,1,1,0,1,1
911,0.0,0.0,1.0,FluencyBank_076_27.wav,0.0,0.0,1,1,1,1,0
912,0.0,0.0,0.0,FluencyBank_097_56.wav,0.0,0.0,0,1,1,1,1
913,0.0,0.0,0.0,FluencyBank_219_122.wav,1.0,0.0,1,1,1,0,1
914,0.0,0.0,0.0,FluencyBank_173_76.wav,1.0,0.0,1,0,1,1,1
915,0.0,0.0,1.0,FluencyBank_218_56.wav,0.0,1.0,1,1,1,1,0
916,0.0,0.0,0.0,FluencyBank_031_61.wav,1.0,0.0,1,1,1,0,1
917,0.0,0.0,0.0,FluencyBank_093_86.wav,1.0,0.0,1,0,1,1,1
918,0.0,0.0,0.0,FluencyBank_071_14.wav,1.0,0.0,1,1,0,1,1
919,0.0,0.0,0.0,FluencyBank_081_9.wav,0.0,1.0,1,1,0,1,1
920,1.0,0.0,0.0,FluencyBank_093_61.wav,0.0,0.0,1,1,0,1,1
921,0.0,0.0,0.0,FluencyBank_178_148.wav,1.0,0.0,1,0,1,1,1
922,0.0,1.0,1.0,StutteringIsCool_46_123.wav,0.0,0.0,1,1,1,1,0
923,0.0,0.0,0.0,FluencyBank_063_86.wav,1.0,0.0,1,1,1,1,0
924,0.0,0.0,0.0,FluencyBank_071_113.wav,0.0,1.0,1,1,1,0,1
925,0.0,0.0,0.0,FluencyBank_985_21.wav,1.0,0.0,0,1,1,1,1
926,1.0,0.0,0.0,FluencyBank_093_56.wav,0.0,0.0,1,1,1,0,1
927,0.0,0.0,1.0,FluencyBank_218_70.wav,1.0,0.0,1,1,1,0,1
928,0.0,0.0,0.0,FluencyBank_219_125.wav,1.0,0.0,1,0,1,1,1
929,0.0,1.0,0.0,FluencyBank_985_189.wav,0.0,0.0,1,1,0,1,1
930,0.0,0.0,0.0,FluencyBank_193_9.wav,0.0,0.0,1,1,1,0,1
931,0.0,0.0,1.0,FluencyBank_099_15.wav,1.0,0.0,1,1,1,0,1
932,0.0,0.0,0.0,FluencyBank_118_63.wav,1.0,0.0,1,0,1,1,1
933,0.0,0.0,1.0,FluencyBank_178_75.wav,1.0,0.0,1,1,1,0,1
934,1.0,0.0,0.0,HeStutters_1_188.wav,0.0,0.0,1,1,0,1,1
935,0.0,0.0,0.0,FluencyBank_019_56.wav,0.0,1.0,0,1,1,1,1
936,1.0,0.0,0.0,StutterTalk_6_75.wav,0.0,0.0,1,1,0,1,1
937,0.0,0.0,1.0,FluencyBank_071_43.wav,0.0,1.0,1,1,1,0,1
938,0.0,0.0,1.0,FluencyBank_087_99.wav,0.0,1.0,1,0,1,1,1
939,0.0,0.0,1.0,FluencyBank_219_90.wav,1.0,0.0,1,0,1,1,1
940,0.0,0.0,1.0,FluencyBank_099_116.wav,1.0,0.0,1,0,1,1,1
941,0.0,1.0,1.0,StutteringIsCool_46_11.wav,0.0,1.0,1,0,1,1,1
942,0.0,0.0,0.0,FluencyBank_121_49.wav,1.0,0.0,1,1,1,0,1
943,0.0,0.0,1.0,FluencyBank_099_97.wav,0.0,1.0,1,1,1,0,1
944,0.0,1.0,0.0,FluencyBank_193_49.wav,0.0,0.0,1,1,1,1,0
945,0.0,0.0,1.0,FluencyBank_099_37.wav,1.0,0.0,1,1,1,0,1
946,0.0,0.0,0.0,FluencyBank_230_33.wav,1.0,0.0,0,1,1,1,1
947,0.0,0.0,0.0,FluencyBank_230_142.wav,0.0,1.0,1,1,1,1,0
948,0.0,0.0,0.0,FluencyBank_099_161.wav,1.0,0.0,1,1,0,1,1
949,0.0,1.0,0.0,FluencyBank_173_33.wav,0.0,0.0,1,1,1,0,1
950,0.0,0.0,0.0,FluencyBank_024_82.wav,1.0,0.0,1,1,1,1,0
951,0.0,0.0,0.0,FluencyBank_089_40.wav,0.0,1.0,0,1,1,1,1
952,0.0,0.0,0.0,FluencyBank_098_77.wav,0.0,1.0,1,1,0,1,1
953,0.0,0.0,0.0,FluencyBank_089_109.wav,1.0,0.0,1,1,0,1,1
954,0.0,0.0,0.0,FluencyBank_107_1.wav,1.0,0.0,1,0,1,1,1
955,0.0,0.0,0.0,FluencyBank_219_40.wav,1.0,0.0,0,1,1,1,1
956,0.0,0.0,0.0,FluencyBank_089_117.wav,1.0,0.0,1,1,1,1,0
957,0.0,0.0,0.0,FluencyBank_089_85.wav,0.0,0.0,0,1,1,1,1
958,0.0,0.0,1.0,FluencyBank_098_21.wav,1.0,0.0,1,1,1,1,0
959,0.0,0.0,0.0,FluencyBank_179_30.wav,1.0,0.0,0,1,1,1,1
960,0.0,0.0,1.0,FluencyBank_107_35.wav,1.0,0.0,0,1,1,1,1
961,0.0,1.0,0.0,StutterTalk_25_62.wav,0.0,0.0,1,1,1,1,0
962,0.0,0.0,0.0,FluencyBank_219_39.wav,1.0,0.0,1,1,1,0,1
963,0.0,0.0,0.0,FluencyBank_081_33.wav,1.0,0.0,1,0,1,1,1
964,1.0,0.0,0.0,FluencyBank_097_73.wav,0.0,0.0,1,0,1,1,1
965,0.0,0.0,0.0,FluencyBank_010_43.wav,1.0,0.0,1,0,1,1,1
966,0.0,0.0,0.0,FluencyBank_063_52.wav,1.0,0.0,0,1,1,1,1
967,0.0,0.0,0.0,FluencyBank_031_59.wav,0.0,0.0,1,1,0,1,1
968,0.0,0.0,1.0,FluencyBank_089_42.wav,1.0,0.0,1,1,1,1,0
969,0.0,0.0,1.0,FluencyBank_081_119.wav,0.0,0.0,1,1,1,1,0
970,0.0,0.0,1.0,FluencyBank_099_59.wav,1.0,0.0,0,1,1,1,1
971,0.0,1.0,0.0,FluencyBank_230_72.wav,0.0,1.0,1,1,0,1,1
972,0.0,0.0,0.0,FluencyBank_010_88.wav,1.0,0.0,1,1,1,0,1
973,1.0,0.0,0.0,WomenWhoStutter_42_200.wav,0.0,0.0,1,1,1,1,0
974,0.0,1.0,0.0,FluencyBank_097_178.wav,0.0,0.0,1,1,1,1,0
975,1.0,0.0,0.0,FluencyBank_097_30.wav,0.0,0.0,1,1,0,1,1
976,0.0,0.0,0.0,FluencyBank_063_46.wav,1.0,0.0,1,0,1,1,1
977,0.0,0.0,0.0,FluencyBank_179_79.wav,1.0,0.0,1,1,1,0,1
978,1.0,0.0,1.0,FluencyBank_071_50.wav,0.0,0.0,1,1,0,1,1
979,1.0,0.0,0.0,MyStutteringLife_7_71.wav,0.0,0.0,1,1,1,1,0
980,1.0,0.0,0.0,StutteringIsCool_25_25.wav,0.0,0.0,1,1,1,0,1
981,0.0,0.0,0.0,FluencyBank_111_116.wav,1.0,0.0,1,1,1,0,1
982,0.0,0.0,0.0,FluencyBank_024_126.wav,0.0,1.0,1,1,1,1,0
983,0.0,1.0,0.0,FluencyBank_132_56.wav,0.0,0.0,0,1,1,1,1
984,0.0,0.0,0.0,FluencyBank_063_31.wav,1.0,0.0,1,1,1,0,1
985,0.0,0.0,0.0,FluencyBank_230_55.wav,1.0,0.0,1,1,0,1,1
986,0.0,1.0,0.0,StutterTalk_43_109.wav,0.0,0.0,1,1,1,1,0
987,0.0,0.0,1.0,FluencyBank_096_89.wav,0.0,1.0,1,0,1,1,1
988,0.0,1.0,0.0,WomenWhoStutter_41_9.wav,0.0,1.0,0,1,1,1,1
989,0.0,0.0,0.0,FluencyBank_063_126.wav,1.0,0.0,1,0,1,1,1
990,0.0,0.0,0.0,FluencyBank_118_106.wav,1.0,0.0,1,0,1,1,1
991,0.0,0.0,1.0,FluencyBank_132_30.wav,1.0,0.0,1,0,1,1,1
992,0.0,0.0,0.0,FluencyBank_024_78.wav,1.0,0.0,0,1,1,1,1
993,1.0,0.0,0.0,FluencyBank_230_131.wav,0.0,0.0,1,1,0,1,1
994,0.0,0.0,0.0,FluencyBank_046_95.wav,0.0,1.0,1,1,1,0,1
995,0.0,0.0,1.0,FluencyBank_178_167.wav,1.0,0.0,1,1,0,1,1
996,0.0,0.0,0.0,FluencyBank_063_143.wav,1.0,0.0,1,0,1,1,1
997,1.0,0.0,1.0,HeStutters_11_153.wav,0.0,0.0,1,1,0,1,1
998,0.0,0.0,0.0,FluencyBank_024_180.wav,0.0,0.0,1,0,1,1,1
999,0.0,0.0,1.0,FluencyBank_111_93.wav,0.0,1.0,1,0,1,1,1
1000,0.0,1.0,0.0,StutteringIsCool_82_26.wav,0.0,0.0,1,1,1,0,1
1001,1.0,0.0,0.0,StutteringIsCool_21_16.wav,0.0,0.0,1,1,0,1,1
1002,0.0,0.0,0.0,FluencyBank_093_78.wav,1.0,0.0,0,1,1,1,1
1003,0.0,0.0,1.0,FluencyBank_219_8.wav,1.0,0.0,1,1,1,0,1
1004,0.0,1.0,0.0,FluencyBank_016_67.wav,0.0,0.0,1,0,1,1,1
1005,0.0,0.0,0.0,FluencyBank_178_132.wav,0.0,1.0,1,1,0,1,1
1006,0.0,0.0,0.0,FluencyBank_046_107.wav,0.0,1.0,1,1,1,0,1
1007,0.0,1.0,0.0,FluencyBank_099_100.wav,0.0,0.0,1,0,1,1,1
1008,0.0,0.0,1.0,FluencyBank_089_115.wav,1.0,0.0,1,1,0,1,1
1009,0.0,0.0,0.0,FluencyBank_118_1.wav,1.0,0.0,1,1,1,0,1
1010,0.0,0.0,1.0,FluencyBank_218_61.wav,1.0,0.0,1,1,1,1,0
1011,0.0,0.0,0.0,FluencyBank_985_126.wav,1.0,0.0,1,0,1,1,1
1012,0.0,0.0,1.0,FluencyBank_076_12.wav,1.0,0.0,1,1,0,1,1
1013,1.0,0.0,0.0,FluencyBank_178_50.wav,0.0,1.0,1,0,1,1,1
1014,0.0,0.0,1.0,FluencyBank_031_16.wav,1.0,0.0,1,1,0,1,1
1015,0.0,0.0,0.0,FluencyBank_985_17.wav,0.0,0.0,0,1,1,1,1
1016,1.0,0.0,1.0,MyStutteringLife_7_96.wav,0.0,0.0,1,1,1,0,1
1017,0.0,0.0,1.0,FluencyBank_218_31.wav,1.0,0.0,1,1,1,0,1
1018,0.0,0.0,0.0,FluencyBank_024_71.wav,0.0,1.0,1,0,1,1,1
1019,0.0,0.0,1.0,FluencyBank_230_138.wav,1.0,0.0,0,1,1,1,1
1020,0.0,0.0,0.0,FluencyBank_024_185.wav,1.0,0.0,1,1,1,1,0
1021,0.0,1.0,0.0,StutteringIsCool_80_65.wav,0.0,0.0,1,1,1,0,1
1022,0.0,0.0,0.0,FluencyBank_193_12.wav,1.0,0.0,1,0,1,1,1
1023,0.0,0.0,1.0,FluencyBank_016_89.wav,1.0,0.0,1,1,1,0,1
1024,0.0,0.0,0.0,FluencyBank_063_76.wav,0.0,1.0,1,0,1,1,1
1025,0.0,0.0,0.0,FluencyBank_111_69.wav,1.0,0.0,1,0,1,1,1
1026,1.0,0.0,0.0,FluencyBank_109_11.wav,0.0,1.0,1,1,1,0,1
1027,0.0,0.0,0.0,FluencyBank_063_48.wav,1.0,0.0,1,1,1,0,1
1028,0.0,0.0,1.0,FluencyBank_024_43.wav,1.0,0.0,1,1,1,0,1
1029,1.0,0.0,1.0,FluencyBank_098_83.wav,0.0,0.0,0,1,1,1,1
1030,1.0,0.0,0.0,FluencyBank_178_160.wav,0.0,0.0,0,1,1,1,1
1031,0.0,0.0,1.0,FluencyBank_107_61.wav,1.0,0.0,1,1,0,1,1
1032,0.0,0.0,0.0,FluencyBank_099_72.wav,1.0,0.0,0,1,1,1,1
1033,0.0,0.0,0.0,FluencyBank_081_75.wav,1.0,0.0,1,1,1,0,1
1034,0.0,0.0,0.0,FluencyBank_019_45.wav,1.0,0.0,1,1,1,0,1
1035,0.0,0.0,1.0,FluencyBank_087_59.wav,0.0,1.0,1,0,1,1,1
1036,0.0,0.0,0.0,FluencyBank_121_37.wav,1.0,0.0,0,1,1,1,1
1037,0.0,0.0,0.0,FluencyBank_097_146.wav,0.0,1.0,0,1,1,1,1
1038,0.0,0.0,0.0,FluencyBank_024_166.wav,1.0,0.0,1,1,0,1,1
1039,0.0,0.0,0.0,FluencyBank_099_69.wav,0.0,1.0,0,1,1,1,1
1040,1.0,0.0,0.0,HeStutters_2_3.wav,0.0,0.0,1,1,1,1,0
1041,0.0,0.0,0.0,FluencyBank_111_36.wav,1.0,0.0,1,1,0,1,1
1042,0.0,0.0,0.0,FluencyBank_121_120.wav,1.0,0.0,1,0,1,1,1
1043,0.0,0.0,0.0,FluencyBank_016_12.wav,0.0,0.0,1,1,0,1,1
1044,0.0,0.0,0.0,FluencyBank_071_9.wav,1.0,0.0,1,1,1,1,0
1045,0.0,0.0,0.0,FluencyBank_111_29.wav,1.0,0.0,0,1,1,1,1
1046,0.0,1.0,1.0,HeStutters_16_148.wav,0.0,0.0,0,1,1,1,1
1047,0.0,0.0,0.0,FluencyBank_098_60.wav,1.0,0.0,1,1,0,1,1
1048,0.0,0.0,0.0,FluencyBank_017_20.wav,1.0,0.0,0,1,1,1,1
1049,0.0,1.0,0.0,FluencyBank_046_75.wav,0.0,0.0,0,1,1,1,1
1050,0.0,0.0,1.0,FluencyBank_089_97.wav,0.0,1.0,1,1,1,1,0
1051,0.0,1.0,0.0,StutterTalk_33_29.wav,0.0,0.0,0,1,1,1,1
1052,1.0,0.0,1.0,WomenWhoStutter_87_201.wav,0.0,0.0,1,1,0,1,1
1053,0.0,0.0,0.0,FluencyBank_147_26.wav,0.0,0.0,0,1,1,1,1
1054,0.0,0.0,0.0,FluencyBank_132_55.wav,0.0,1.0,1,0,1,1,1
1055,0.0,0.0,0.0,FluencyBank_063_146.wav,1.0,0.0,1,1,0,1,1
1056,0.0,1.0,1.0,WomenWhoStutter_86_129.wav,0.0,0.0,1,1,0,1,1
1057,0.0,0.0,0.0,FluencyBank_063_23.wav,1.0,0.0,1,1,1,1,0
1058,0.0,0.0,1.0,FluencyBank_081_106.wav,0.0,1.0,1,1,1,1,0
1059,0.0,0.0,0.0,FluencyBank_111_58.wav,1.0,0.0,0,1,1,1,1
1060,1.0,0.0,0.0,FluencyBank_071_6.wav,0.0,0.0,1,1,1,1,0
1061,0.0,0.0,0.0,FluencyBank_985_134.wav,1.0,0.0,1,0,1,1,1
1062,0.0,1.0,0.0,HeStutters_21_147.wav,0.0,0.0,1,1,1,1,0
1063,0.0,0.0,0.0,FluencyBank_111_54.wav,1.0,0.0,1,0,1,1,1
1064,0.0,0.0,0.0,FluencyBank_024_88.wav,0.0,1.0,1,1,1,0,1
1065,0.0,1.0,0.0,StutteringIsCool_73_13.wav,0.0,0.0,1,1,1,0,1
1066,0.0,0.0,1.0,FluencyBank_230_99.wav,1.0,0.0,1,1,0,1,1
1067,0.0,0.0,0.0,FluencyBank_097_86.wav,1.0,0.0,1,0,1,1,1
1068,0.0,0.0,1.0,FluencyBank_219_101.wav,0.0,1.0,1,1,0,1,1
1069,0.0,0.0,1.0,FluencyBank_017_16.wav,1.0,0.0,0,1,1,1,1
1070,0.0,0.0,0.0,FluencyBank_089_55.wav,0.0,1.0,0,1,1,1,1
1071,0.0,0.0,1.0,FluencyBank_016_60.wav,1.0,0.0,1,1,1,1,0
1072,1.0,0.0,0.0,StutteringIsCool_52_24.wav,0.0,0.0,1,1,0,1,1
1073,0.0,0.0,0.0,FluencyBank_093_1.wav,1.0,0.0,1,1,0,1,1
1074,0.0,0.0,1.0,FluencyBank_218_51.wav,1.0,0.0,1,0,1,1,1
1075,0.0,1.0,0.0,StutteringIsCool_46_46.wav,0.0,0.0,1,1,1,1,0
1076,0.0,0.0,0.0,FluencyBank_010_30.wav,1.0,0.0,1,1,1,1,0
1077,0.0,0.0,1.0,FluencyBank_121_43.wav,0.0,1.0,1,1,1,1,0
1078,1.0,0.0,0.0,WomenWhoStutter_14_196.wav,0.0,0.0,1,1,0,1,1
1079,0.0,0.0,1.0,FluencyBank_019_52.wav,1.0,0.0,1,1,1,1,0
1080,0.0,0.0,0.0,FluencyBank_024_112.wav,1.0,0.0,1,1,1,0,1
1081,0.0,0.0,1.0,FluencyBank_218_60.wav,1.0,0.0,1,1,1,1,0
1082,0.0,1.0,0.0,FluencyBank_121_59.wav,0.0,0.0,1,1,1,1,0
1083,0.0,0.0,0.0,FluencyBank_111_97.wav,1.0,0.0,1,0,1,1,1
1084,0.0,0.0,0.0,FluencyBank_081_95.wav,0.0,1.0,0,1,1,1,1
1085,1.0,0.0,1.0,FluencyBank_024_39.wav,0.0,0.0,1,0,1,1,1
1086,1.0,0.0,0.0,FluencyBank_081_49.wav,0.0,0.0,1,1,1,1,0
1087,0.0,1.0,1.0,StutteringIsCool_34_93.wav,0.0,0.0,1,0,1,1,1
1088,0.0,0.0,1.0,FluencyBank_098_67.wav,1.0,0.0,1,1,1,1,0
1089,0.0,0.0,0.0,FluencyBank_019_31.wav,1.0,0.0,1,0,1,1,1
1090,0.0,0.0,0.0,FluencyBank_118_38.wav,1.0,0.0,1,1,0,1,1
1091,0.0,0.0,0.0,FluencyBank_093_74.wav,0.0,1.0,0,1,1,1,1
1092,0.0,0.0,0.0,FluencyBank_178_1.wav,1.0,0.0,1,1,0,1,1
1093,0.0,0.0,0.0,FluencyBank_099_87.wav,1.0,0.0,1,1,1,1,0
1094,0.0,0.0,0.0,FluencyBank_098_84.wav,1.0,0.0,1,0,1,1,1
1095,0.0,0.0,0.0,FluencyBank_024_33.wav,1.0,0.0,1,1,1,0,1
1096,0.0,0.0,0.0,FluencyBank_093_58.wav,0.0,1.0,0,1,1,1,1
1097,1.0,0.0,0.0,WomenWhoStutter_51_14.wav,0.0,1.0,0,1,1,1,1
1098,0.0,0.0,0.0,FluencyBank_063_163.wav,0.0,0.0,0,1,1,1,1
1099,0.0,0.0,0.0,FluencyBank_985_18.wav,1.0,0.0,1,1,0,1,1
1100,0.0,0.0,0.0,FluencyBank_081_149.wav,0.0,1.0,1,1,1,0,1
1101,0.0,0.0,1.0,FluencyBank_024_86.wav,1.0,0.0,1,0,1,1,1
1102,1.0,0.0,0.0,FluencyBank_178_138.wav,0.0,0.0,1,1,1,1,0
